prompt,completion
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, NO PSU, 2x USB 3.0, HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case No External 5.25"" Drive Bay Black Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, , , , HD Audio, Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 Window NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, , NO PSU, , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 Window HD Audio'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, , NO PSU, , HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 Window Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, Window, , , HD Audio, Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 NO PSU No External 5.25"" Drive Bay'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, Window, NO PSU, , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 No External 5.25"" Drive Bay HD Audio'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, , HD Audio, Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case 2x USB 3.0 Window Black'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, 2x USB 3.0, HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Window Black Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, 2x USB 3.0, HD Audio, Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Window No External 5.25"" Drive Bay Black'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, Window, NO PSU, 2x USB 3.0, HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case No External 5.25"" Drive Bay Black Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, , , 2x USB 3.0, HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Window Dark Mirror Front Panel NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, , NO PSU, 2x USB 3.0, , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Window No External 5.25"" Drive Bay HD Audio'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, Window, , , HD Audio, Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case 2x USB 3.0 NO PSU No External 5.25"" Drive Bay'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, Window, , 2x USB 3.0, , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case NO PSU HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, , NO PSU, , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 Window HD Audio Black'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, , NO PSU, , HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 Window Black Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, , , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 NO PSU HD Audio Black'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, , 2x USB 3.0, HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case NO PSU No External 5.25"" Drive Bay Black Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, NO PSU, , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 HD Audio Black Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, , , 2x USB 3.0, , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case Window Dark Mirror Front Panel HD Audio NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, Window, , 2x USB 3.0, , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case NO PSU No External 5.25"" Drive Bay HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, Window, NO PSU, , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 No External 5.25"" Drive Bay HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , , , HD Audio, Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black 2x USB 3.0 Window NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , , 2x USB 3.0, , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black Window HD Audio NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, 2x USB 3.0, , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black Window No External 5.25"" Drive Bay HD Audio'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, 2x USB 3.0, HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black Window No External 5.25"" Drive Bay Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, , , , HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case 2x USB 3.0 NO PSU Window Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, , NO PSU, , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case 2x USB 3.0 Window HD Audio No External 5.25"" Drive Bay'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, Window, , , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case 2x USB 3.0 NO PSU HD Audio No External 5.25"" Drive Bay'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, , , 2x USB 3.0, , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case Black Window HD Audio No External 5.25"" Drive Bay NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, , , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case Black 2x USB 3.0 NO PSU HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, , , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case Black 2x USB 3.0 NO PSU HD Audio No External 5.25"" Drive Bay'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, Window, NO PSU, , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case Black 2x USB 3.0 HD Audio No External 5.25"" Drive Bay Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX Black Case, Window, , , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case 2x USB 3.0 NO PSU HD Audio No External 5.25"" Drive Bay Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black 2x USB 3.0 Window HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black 2x USB 3.0 Window No External 5.25"" Drive Bay HD Audio'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , NO PSU, , HD Audio, , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black 2x USB 3.0 Window No External 5.25"" Drive Bay Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Black Case, , NO PSU, , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case 2x USB 3.0 Window No External 5.25"" Drive Bay HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 ATX  Case, , , , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case Black 2x USB 3.0 Window No External 5.25"" Drive Bay HD Audio NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, , , , , Dark Mirror Front Panel, No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black 2x USB 3.0 Window No External 5.25"" Drive Bay HD Audio NO PSU'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower  Case, Window, , , , , No External 5.25\"" Drive Bay'. Entity 2: 'Cooler Master MasterBox Lite 5 ATX Case Black 2x USB 3.0 NO PSU No External 5.25"" Drive Bay HD Audio Dark Mirror Front Panel'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Ram Mount Motorcycle Fork Stem Base with 1 Ball RAM-B-342U'. Entity 2: 'RAM Motorcycle Fork Stem Mount w 1\"" Ball ()'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Ram Mount Motorcycle Fork Stem Base with 1"" Ball RAM-B-342U'. Entity 2: 'RAM Motorcycle Fork Stem Mount w 1\"" Ball ()'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'AAA Replica Audemars Piguet Royal Oak Chronograph Black Dail Watch 26331ST.OO.1220ST.02 Mens'. Entity 2: 'Audemars Piguet-Audemars Piguet Royal Oak Chronograph 41mm  Watch-26331ST.OO.1220ST.02'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Audemars Piguet Royal Oak Chronograph  Dail Watch 26331ST.OO.1220ST.02 41mm'. Entity 2: 'AAA Replica Audemars Piguet-AAA Replica Audemars Piguet Royal Oak Chronograph  Mens Watch-26331ST.OO.1220ST.02 Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Audemars Piguet Royal Oak Chronograph  Dail Watch 26331ST.OO.1220ST.02 Mens 41mm'. Entity 2: 'AAA Replica Audemars Piguet-AAA Replica Audemars Piguet Royal Oak Chronograph   Watch-26331ST.OO.1220ST.02 Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler master ventola master liquid ML120R rgb lga 775>2066 amd AM2>FM1'. Entity 2: 'Cooler Master MasterLiquid ML120R RGB AIO Cooler'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 6-Core'. Entity 2: 'Intel Core i7-8700K Coffee Lake  3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core  (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 4.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core 3.7 GHz ( Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake LGA 1151 (300 Series)'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core 3.7 GHz (4.7 GHz Turbo)  95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W 6-Core'. Entity 2: 'Intel Core i7-8700K Coffee Lake  3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 6-Core'. Entity 2: 'Intel Core i7-8700K Coffee Lake  3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 4.7 GHz 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  ( Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  (4.7 GHz Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W LGA 1151 (300 Series)'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core 3.7 GHz (4.7 GHz Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 6-Core 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 4.7 GHz 6-Core'. Entity 2: 'Intel Core i7-8700K 8th Gen  3.7 GHz ( Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 95W 6-Core'. Entity 2: 'Intel Core i7-8700K 8th Gen  3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 4.7 GHz 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core  ( Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core  (4.7 GHz Turbo)  95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 4.7 GHz Intel UHD Graphics 630'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core 3.7 GHz ( Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 95W'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core 3.7 GHz (4.7 GHz Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen LGA 1151 (300 Series) 6-Core 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake   (4.7 GHz Turbo)  95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W 6-Core 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake   (4.7 GHz Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 6-Core 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake   (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 4.7 GHz 95W 6-Core'. Entity 2: 'Intel Core i7-8700K Coffee Lake  3.7 GHz ( Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W LGA 1151 (300 Series) 6-Core'. Entity 2: 'Intel Core i7-8700K Coffee Lake  3.7 GHz (4.7 GHz Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 4.7 GHz Intel UHD Graphics 630 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  ( Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  (4.7 GHz Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 95W 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  (4.7 GHz Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 4.7 GHz Intel UHD Graphics 630 95W'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core 3.7 GHz ( Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 95W LGA 1151 (300 Series)'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core 3.7 GHz (4.7 GHz Turbo)   BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 6-Core 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   (4.7 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 4.7 GHz LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core  ( Turbo)  95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 4.7 GHz 95W LGA 1151 (300 Series)'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core 3.7 GHz ( Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 95W LGA 1151 (300 Series) 6-Core'. Entity 2: 'Intel Core i7-8700K Coffee Lake  3.7 GHz (4.7 GHz Turbo)   BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 4.7 GHz 95W LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  ( Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 95W LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake 6-Core  (4.7 GHz Turbo)   BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 6-Core 4.7 GHz LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   ( Turbo)  95W BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 6-Core LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   (4.7 GHz Turbo)  95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 6-Core 4.7 GHz LGA 1151 (300 Series)'. Entity 2: 'Intel Core i7-8700K 8th Gen  3.7 GHz ( Turbo)  95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 95W LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core  (4.7 GHz Turbo)   BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 95W 4.7 GHz LGA 1151 (300 Series)'. Entity 2: 'Intel Core i7-8700K 8th Gen 6-Core 3.7 GHz ( Turbo)   BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen 95W 6-Core 4.7 GHz LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake   ( Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K 8th Gen Intel UHD Graphics 630 95W 6-Core 4.7 GHz 3.7 GHz'. Entity 2: 'Intel Core i7-8700K Coffee Lake   ( Turbo) LGA 1151 (300 Series)  BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake 95W 6-Core 4.7 GHz LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   ( Turbo)   BX80684I78700K Desktop Processor Intel UHD Graphics 630'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 6-Core 4.7 GHz LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   ( Turbo)  95W BX80684I78700K Desktop Processor '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Processor, Core i7-8700K Coffee Lake Intel UHD Graphics 630 95W 6-Core 4.7 GHz LGA 1151 (300 Series) 3.7 GHz'. Entity 2: 'Intel Core i7-8700K 8th Gen   ( Turbo)   BX80684I78700K Desktop Processor '.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC UPS battery #133 (APCRBC133) Lead Acid'. Entity 2: 'APC Replacement Battery Cartridge #133 (APCRBC133)Replacement Battery Cartridge - '.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's zipper pocket - Regular Size'. Entity 2: 'Traveler's Refills: Accessories - 008 / Zip Pocket'.,Yes
